x y cosx_x cosy_x
-1.397 -0.192 -0.991 -0.136
-1.391 -0.233 -0.986 -0.166
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.248 -0.984 -0.176
-1.388 -0.249 -0.984 -0.176
-1.388 -0.249 -0.984 -0.176
-1.388 -0.249 -0.984 -0.176
-1.388 -0.249 -0.984 -0.176
-1.388 -0.249 -0.984 -0.177
-1.388 -0.249 -0.984 -0.177
-1.388 -0.250 -0.984 -0.177
-1.331 -0.465 -0.944 -0.330
-1.272 -0.608 -0.902 -0.431
-1.226 -0.696 -0.870 -0.494
-1.110 -0.869 -0.787 -0.616
-1.011 -0.983 -0.717 -0.697
-0.952 -1.040 -0.675 -0.738
-0.796 -1.164 -0.564 -0.826
-0.707 -1.220 -0.501 -0.865
-0.655 -1.249 -0.464 -0.886
-0.554 -1.297 -0.393 -0.920
-0.473 -1.328 -0.336 -0.942
-0.439 -1.340 -0.312 -0.950
-0.408 -1.350 -0.289 -0.957
-0.362 -1.363 -0.256 -0.967
-0.326 -1.372 -0.231 -0.973
-0.291 -1.380 -0.206 -0.978
-0.253 -1.387 -0.179 -0.984
-0.218 -1.393 -0.154 -0.988
-0.147 -1.402 -0.104 -0.995
-0.060 -1.409 -0.042 -0.999
0.017 -1.410 0.012 -1.000
0.086 -1.407 0.061 -0.998
0.124 -1.405 0.088 -0.996
0.153 -1.402 0.108 -0.994
0.204 -1.395 0.145 -0.989
0.245 -1.389 0.174 -0.985
0.281 -1.382 0.199 -0.980
0.368 -1.361 0.261 -0.965
0.416 -1.347 0.295 -0.956
0.441 -1.339 0.313 -0.950
0.441 -1.339 0.313 -0.950
0.441 -1.339 0.313 -0.950
0.441 -1.339 0.313 -0.950
0.441 -1.339 0.313 -0.950
0.441 -1.339 0.313 -0.950
0.441 -1.339 0.313 -0.950
